CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
Russian Federation,RUS,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1962,100.4
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1962,8.088
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1962,2.36
Russian Federation,RUS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1962,119.2
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,1962,16389950.0
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1962,71.288
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1962,62.958
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1962,67.0214146341464
Russian Federation,RUS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1962,148.9
Russian Federation,RUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1962,124.424
Russian Federation,RUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1962,276.047
Russian Federation,RUS,Net migration,SM.POP.NETM,1962,-1394343.0
Russian Federation,RUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1962,6.28304626158941
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,1962,7.47964453826888
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,1962,1.11145521122451
Russian Federation,RUS,Population in largest city,EN.URB.LCTY,1962,6346792.0
Russian Federation,RUS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1962,9.325279722379369
Russian Federation,RUS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1962,17570767.0
Russian Federation,RUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1962,14.332836015694498
Russian Federation,RUS,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1962,30.5965480926661
Russian Federation,RUS,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1962,63.1204056457445
Russian Federation,RUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1962,54.9829072944987
Russian Federation,RUS,"Population, total",SP.POP.TOTL,1962,122591000.0
Russian Federation,RUS,Rural population,SP.RUR.TOTL,1962,54530929.0
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,1962,44.482
Russian Federation,RUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,1962,-0.8740088277958641
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,1962,17098240.0
Russian Federation,RUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1962,77.9217
Russian Federation,RUS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1962,58.52124
Russian Federation,RUS,Urban population,SP.URB.TOTL,1962,68060071.0
Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,55.518
Russian Federation,RUS,Urban population growth (annual %),SP.URB.GROW,1962,2.7311884575445498
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1963,28.0364
Russian Federation,RUS,Age dependency ratio (% of working-age population),SP.POP.DPND,1963,57.9420603134044
Russian Federation,RUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1963,10.0987192664863
Russian Federation,RUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1963,47.843341046918106
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1963,20.228
Russian Federation,RUS,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1963,94.7
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1963,8.057
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1963,2.27
Russian Federation,RUS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1963,113.3
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,1963,16389950.0
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1963,71.67
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1963,63.216
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1963,67.3399024390244
Russian Federation,RUS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1963,142.3
Russian Federation,RUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1963,123.318
Russian Federation,RUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1963,272.522
Russian Federation,RUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1963,6.393939039164441
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,1963,7.56317133365263
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,1963,1.1105321573706899
Russian Federation,RUS,Population in largest city,EN.URB.LCTY,1963,6437162.0
Russian Federation,RUS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1963,9.20602539148685
Russian Federation,RUS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1963,17915221.0
Russian Federation,RUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1963,14.452420942239401
Russian Federation,RUS,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1963,30.291703612488497
Russian Federation,RUS,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1963,63.314357348346995
Russian Federation,RUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1963,54.8750359862947
Russian Federation,RUS,"Population, total",SP.POP.TOTL,1963,123960000.0
Russian Federation,RUS,Rural population,SP.RUR.TOTL,1963,54036643.0
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,1963,43.592
Russian Federation,RUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,1963,-0.910565477546284
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,1963,17098240.0
Russian Federation,RUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1963,78.22916
Russian Federation,RUS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1963,58.39965
Russian Federation,RUS,Urban population,SP.URB.TOTL,1963,69923357.0
Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1963,56.408
Russian Federation,RUS,Urban population growth (annual %),SP.URB.GROW,1963,2.7009029939075697
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1964,27.6558
Russian Federation,RUS,Age dependency ratio (% of working-age population),SP.POP.DPND,1964,57.2311640308082
Russian Federation,RUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1964,10.254590301396801
Russian Federation,RUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1964,46.9765737294114
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1964,18.917
Russian Federation,RUS,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1964,78.6
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1964,8.07
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1964,2.18
Russian Federation,RUS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1964,97.4
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,1964,16389950.0
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1964,71.976
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1964,63.367
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1964,67.566512195122
Russian Federation,RUS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1964,128.0
Russian Federation,RUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1964,119.312
Russian Federation,RUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1964,264.594
Russian Federation,RUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1964,6.521983628141639
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,1964,7.6476743370175
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,1964,1.11110025764706
Russian Federation,RUS,Population in largest city,EN.URB.LCTY,1964,6528946.0
Russian Federation,RUS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1964,9.091319487900911
Russian Federation,RUS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1964,18267551.0
Russian Federation,RUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1964,14.5738170649009
Russian Federation,RUS,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1964,29.8773932213416
Russian Federation,RUS,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1964,63.600623150516796
Russian Federation,RUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1964,54.7749844857841
Russian Federation,RUS,"Population, total",SP.POP.TOTL,1964,125345000.0
Russian Federation,RUS,Rural population,SP.RUR.TOTL,1964,53529836.0
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,1964,42.706
Russian Federation,RUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,1964,-0.942320981306103
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,1964,17098240.0
Russian Federation,RUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1964,78.53661
Russian Federation,RUS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1964,58.27806
Russian Federation,RUS,Urban population,SP.URB.TOTL,1964,71815164.0
Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1964,57.294
Russian Federation,RUS,Urban population growth (annual %),SP.URB.GROW,1964,2.6695909318186404
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1965,27.2752
Russian Federation,RUS,Age dependency ratio (% of working-age population),SP.POP.DPND,1965,56.502470515191405
Russian Federation,RUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1965,10.4418542171183
Russian Federation,RUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1965,46.0606162980731
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1965,17.67
Russian Federation,RUS,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1965,78.3
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1965,8.122
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1965,2.13
Russian Federation,RUS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1965,92.9
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,1965,16389950.0
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1965,72.219
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1965,63.433
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1965,67.7188536585366
Russian Federation,RUS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1965,113.8
Russian Federation,RUS,Mobile cellular subscriptions,IT.CEL.SETS,1965,0.0
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1965,0.0
Russian Federation,RUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1965,118.976
Russian Federation,RUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1965,274.595
Russian Federation,RUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1965,6.6720062669807305
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,1965,7.73309253536466
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,1965,1.11072584654368
Russian Federation,RUS,Population in largest city,EN.URB.LCTY,1965,6621780.0
Russian Federation,RUS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1965,8.98095354773624
Russian Federation,RUS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1965,18626452.0
Russian Federation,RUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1965,14.696005365103199
Russian Federation,RUS,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1965,29.431238799659198
Russian Federation,RUS,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1965,63.8967549333601
Russian Federation,RUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1965,54.684370277905906
Russian Federation,RUS,"Population, total",SP.POP.TOTL,1965,126745000.0
Russian Federation,RUS,Rural population,SP.RUR.TOTL,1965,53013631.0
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,1965,41.827
Russian Federation,RUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,1965,-0.969011153397173
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,1965,17098240.0
Russian Federation,RUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1965,78.84407
Russian Federation,RUS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1965,58.15648
Russian Federation,RUS,Urban population,SP.URB.TOTL,1965,73731369.0
Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1965,58.173
Russian Federation,RUS,Urban population growth (annual %),SP.URB.GROW,1965,2.63326880497099
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1966,26.8946
Russian Federation,RUS,Age dependency ratio (% of working-age population),SP.POP.DPND,1966,55.5415059875451
Russian Federation,RUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1966,10.664439273773901
Russian Federation,RUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1966,44.8770667137712
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1966,16.588
Russian Federation,RUS,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1966,79.3
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1966,8.21
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1966,2.1
Russian Federation,RUS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1966,92.5
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,1966,16389950.0
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1966,72.411
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1966,63.433
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1966,67.812512195122
Russian Federation,RUS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1966,107.8
Russian Federation,RUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1966,119.555
Russian Federation,RUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1966,279.41
Russian Federation,RUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1966,6.85633048564257
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,1966,7.777204933511079
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,1966,0.568815874401956
Russian Federation,RUS,Population in largest city,EN.URB.LCTY,1966,6716065.0
Russian Federation,RUS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1966,8.92295133989453
Russian Federation,RUS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1966,18993572.0
Russian Federation,RUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1966,14.900658988922698
Russian Federation,RUS,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1966,28.8521488265234
Russian Federation,RUS,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1966,64.291520687834
Russian Federation,RUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1966,54.6027756656464
Russian Federation,RUS,"Population, total",SP.POP.TOTL,1966,127468000.0
Russian Federation,RUS,Rural population,SP.RUR.TOTL,1966,52200695.0
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,1966,40.952
Russian Federation,RUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,1966,-1.54532601878229
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,1966,17098240.0
Russian Federation,RUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1966,79.15153
Russian Federation,RUS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1966,58.03489
Russian Federation,RUS,Urban population,SP.URB.TOTL,1966,75267305.0
Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1966,59.048
Russian Federation,RUS,Urban population growth (annual %),SP.URB.GROW,1966,2.0617504391721098
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1967,26.514
Russian Federation,RUS,Age dependency ratio (% of working-age population),SP.POP.DPND,1967,54.5247822934628
Russian Federation,RUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1967,10.902451680871101
Russian Federation,RUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1967,43.6223306125918
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1967,15.735
Russian Federation,RUS,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1967,88.9
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1967,8.332
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1967,2.04
Russian Federation,RUS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1967,94.3
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,1967,16389950.0
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1967,72.558
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1967,63.386
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1967,67.86014634146339
Russian Federation,RUS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1967,99.3
Russian Federation,RUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1967,119.097
Russian Federation,RUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1967,285.854
Russian Federation,RUS,Net migration,SM.POP.NETM,1967,-550619.0
Russian Federation,RUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1967,7.05547141065837
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,1967,7.82162239665161
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,1967,0.569499004627627
Russian Federation,RUS,Population in largest city,EN.URB.LCTY,1967,6811693.0
Russian Federation,RUS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1967,8.867951000513859
Russian Federation,RUS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1967,19368602.0
Russian Federation,RUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1967,15.1085852912727
Russian Federation,RUS,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1967,28.2299899872683
Russian Federation,RUS,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1967,64.7145386020733
Russian Federation,RUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1967,54.529121230704405
Russian Federation,RUS,"Population, total",SP.POP.TOTL,1967,128196000.0
Russian Federation,RUS,Rural population,SP.RUR.TOTL,1967,51383521.0
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,1967,40.082
Russian Federation,RUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,1967,-1.57782910320916
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,1967,17098240.0
Russian Federation,RUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1967,79.45899
